	Source 1	Source 2	Source 3	Source 4	Source 5	Source Sum
Page 7297	2579	4555	1561	3941	2291	14927
Page 7798	9127	919	817	883	3182	14928
Page 708	2909	3548	7514	234	739	14944
Page 9130	5518	1016	2825	2155	3438	14952
Page 5270	605	2480	1965	6762	3142	14954
Page 2333	3790	9277	100	649	1154	14970
Page 5274	2289	1224	7549	3344	573	14979
Page 6959	2587	5265	3738	1583	1813	14986
Page 1115	735	8745	597	2980	1934	14991
Page 8707	4686	650	1343	3948	4368	14995
Page 2211	7296	1691	2442	2174	1395	14998
Page 5276	1507	995	5250	1257	5990	14999
Page 3411	3261	7826	320	491	3112	15010
Page 9633	11	3542	4518	6019	920	15010
Page 2875	9698	3157	25	1071	1063	15014
Page 2827	7258	2925	747	3069	1025	15024
Page 1246	86	9196	1671	1072	3003	15028
Page 4546	4239	3021	6071	867	836	15034
Page 9439	1215	541	1049	7225	5005	15035
Page 6970	6267	1067	800	3964	2944	15042
Page 1552	1581	18	9913	719	2812	15043
Page 8565	8831	650	973	153	4437	15044
Page 5801	6761	252	4343	1364	2325	15045
Page 8269	6444	773	580	1440	5815	15052
Page 7829	160	549	8131	2636	3583	15059
Page 5735	4037	2590	4766	2782	885	15060
Page 4909	3796	2934	1138	3063	4131	15062
Page 7684	3167	1704	6301	3269	638	15079
Page 9638	4737	1677	7415	813	444	15086
Page 8366	2069	143	4059	4552	4266	15089
Page 2143	817	1931	5566	5218	1563	15095
Page 6454	156	3527	6159	944	4311	15097
Page 8339	2131	3335	1197	193	8242	15098
Page 1362	2796	6259	1458	2536	2050	15099
Page 9985	2473	3450	936	7566	685	15110
Page 3562	6535	1659	264	99	6555	15112
Page 3000	1556	8880	3044	284	1350	15114
Page 2097	987	4728	8791	543	67	15116
Page 2225	50	4910	2175	6511	1482	15128
Page 3684	7301	6	2685	3623	1513	15128
Page 8816	792	3140	4413	1243	5544	15132
Page 4526	7022	1900	1583	4	4625	15134
Page 922	6176	1948	1568	4306	1141	15139
Page 5976	799	2105	6381	3750	2109	15144
Page 6735	1692	1598	2686	6968	2203	15147
Page 6197	1390	330	2796	3813	6846	15175
Page 1555	6349	633	2536	4238	1454	15210
Page 3138	1426	2325	5877	3992	1597	15217
Page 8745	2440	2301	8035	438	2004	15218
Page 5701	79	2608	9389	1959	1191	15226
Page 6117	5815	3326	3960	1674	466	15241
Page 5534	2413	5209	1129	3446	3051	15248
Page 687	800	978	574	8580	4316	15248
Page 4942	3473	985	585	9773	436	15252
Page 3743	1328	7681	3229	145	2871	15254
Page 2792	3818	6843	1263	867	2466	15257
Page 2985	2584	1840	6408	3031	1406	15269
Page 3793	2045	5533	4716	2354	623	15271
Page 2101	2681	6217	793	2741	2839	15271
Page 9544	6289	4571	2661	62	1689	15272
Page 2541	2444	4457	2762	3618	2001	15282
Page 2428	3307	2486	4519	2734	2238	15284
Page 2403	1064	8042	1020	4393	768	15287
Page 8545	8663	1346	573	2369	2347	15298
Page 5327	153	3463	6148	2233	3304	15301
Page 4227	2214	8952	2888	224	1023	15301
Page 3787	2831	1953	32	2909	7578	15303
Page 9038	4058	3170	59	1541	6476	15304
Page 3586	3291	2700	330	2012	6978	15311
Page 6752	603	2309	6071	5896	434	15313
Page 108	8240	1440	3473	2052	110	15315
Page 6976	1547	5674	2004	2461	3635	15321
Page 6334	5245	3472	2641	551	3421	15330
Page 5061	1076	2532	791	6961	3972	15332
Page 8820	1031	4597	775	7833	1096	15332
Page 5086	1253	5289	4675	705	3411	15333
Page 5174	3672	4814	2058	1144	3647	15335
Page 8367	3596	2251	2376	54	7071	15348
Page 5625	3108	5173	3213	1747	2122	15363
Page 1906	1842	2904	435	6249	3936	15366
Page 9018	7647	16	701	2061	4945	15370
Page 6808	4580	4632	1772	2666	1732	15382
Page 9343	1972	2229	1557	6109	3519	15386
Page 6758	4488	660	4805	2026	3410	15389
Page 9911	6674	933	2145	2831	2806	15389
Page 4464	1722	7427	1103	2341	2805	15398
Page 2493	250	384	4782	8196	1787	15399
Page 2573	7920	6294	857	165	164	15400
Page 5565	6835	889	1136	6485	59	15404
Page 5503	3384	5750	2272	1824	2179	15409
Page 5244	698	815	5105	2353	6441	15412
Page 5006	6358	98	4326	3289	1346	15417
Page 1139	5608	148	5639	67	3959	15421
Page 6081	2589	5432	4476	2410	521	15428
Page 2625	6459	1423	4023	2499	1024	15428
Page 1711	6162	734	6262	111	2160	15429
Page 9028	2935	553	7508	3165	1276	15437
Page 1275	1012	3617	1883	3079	5850	15441
Page 3292	356	6944	817	5615	1712	15444
Page 133	1531	7104	2169	989	3654	15447
Page 2380	1235	144	845	8952	4276	15452
Page 9327	1123	3637	6263	2787	1653	15463
Page 9221	4392	2887	2465	5258	472	15474
Page 7541	2926	2724	5213	152	4469	15484
Page 9858	7532	1486	267	470	5743	15498
Page 8493	8921	67	1334	2351	2833	15506
Page 3789	3907	3026	3630	208	4743	15514
Page 8218	5617	1972	6535	557	838	15519
Page 1349	148	7577	2864	2709	2222	15520
Page 5837	3344	4232	289	7409	262	15536
Page 1857	9455	2508	388	1129	2060	15540
Page 6315	1069	8511	3995	680	1286	15541
Page 9301	2852	8260	1112	3265	55	15544
Page 8757	1772	5245	2662	4999	868	15546
Page 3691	699	6057	1954	4824	2014	15548
Page 9424	343	600	6187	208	8214	15552
Page 9384	6046	3198	2979	866	2464	15553
Page 9313	9588	168	892	3751	1155	15554
Page 146	380	2756	361	3838	8223	15558
Page 8476	266	6765	2861	3062	2606	15560
Page 4756	329	2117	9546	2433	1143	15568
Page 6812	2067	707	4645	3346	4804	15569
Page 5918	2791	619	2484	7642	2037	15573
Page 7952	1277	5863	1678	6091	670	15579
Page 5509	1208	192	5669	3410	5100	15579
Page 1461	717	3193	3357	491	7821	15579
Page 9332	2432	300	718	6186	5946	15582
Page 9535	1546	3734	3851	4979	1472	15582
Page 1942	2898	5384	3885	414	3003	15584
Page 2440	8412	1387	5016	212	563	15590
Page 9783	455	714	1926	8411	4086	15592
Page 9414	340	5565	1422	2485	5781	15593
Page 7482	2683	3749	227	242	8692	15593
Page 5975	712	3863	1522	3586	5913	15596
Page 8452	648	29	5800	6909	2212	15598
Page 4054	961	6322	2589	5270	456	15598
Page 1725	213	4611	7401	571	2803	15599
Page 1584	1454	4620	7216	809	1503	15602
Page 5446	4572	3928	2872	3920	314	15606
Page 270	4400	103	2226	6692	2192	15613
Page 3317	2284	4874	4579	2080	1800	15617
Page 2502	2483	2543	4660	3389	2556	15631
Page 5912	9	3314	5818	2332	4161	15634
Page 7533	7051	1426	5758	54	1347	15636
Page 5421	996	7050	4565	102	2927	15640
Page 6305	41	9576	2358	2644	1023	15642
Page 3489	8039	927	1796	711	4175	15648
Page 231	2535	5388	6985	423	322	15653
Page 3537	6662	1299	4350	2284	1064	15659
Page 4420	3624	1672	2848	2156	5360	15660
Page 9311	6616	2260	5625	962	198	15661
Page 8760	3991	618	2332	5788	2933	15662
Page 2420	570	1494	6849	6643	107	15663
Page 6718	2061	6732	85	6239	547	15664
Page 7818	3822	5010	2075	2564	2203	15674
Page 1588	2018	818	6723	2249	3866	15674
Page 9778	953	4273	464	8176	1809	15675
Page 7060	1241	2166	4512	5455	2312	15686
Page 6775	6513	2470	1773	1913	3017	15686
Page 9372	224	6002	3177	291	5999	15693
Page 5272	2245	4340	4329	2952	1831	15697
Page 80	731	755	2976	4532	6705	15699
Page 4269	409	5357	2598	5363	1974	15701
Page 3283	3684	820	952	5474	4775	15705
Page 4450	938	6488	2764	1141	4374	15705
Page 1789	3191	2060	3926	79	6451	15707
Page 5547	360	1813	5346	5672	2518	15709
Page 6953	1896	1070	6514	106	6128	15714
Page 54	7252	3146	1925	1642	1752	15717
Page 8153	1405	4344	2432	7185	356	15722
Page 2476	6393	532	6694	180	1934	15733
Page 7442	1809	1140	5841	5628	1322	15740
Page 685	7991	1001	570	359	5827	15748
Page 3798	2660	110	8638	2065	2281	15754
Page 188	2986	6821	953	673	4328	15761
Page 9351	3031	7223	1984	3119	404	15761
Page 7898	4489	1191	2892	6860	330	15762
Page 6435	1877	5035	5915	1944	992	15763
Page 6100	6423	1499	1059	2493	4295	15769
Page 7301	73	3598	6595	1025	4479	15770
Page 2479	1686	2640	2302	5551	3596	15775
Page 5396	3246	3269	50	5363	3847	15775
Page 4688	3519	3924	3179	4230	924	15776
Page 5262	3442	3400	1695	2537	4709	15783
Page 8356	5814	4357	1867	854	2901	15793
Page 1773	444	842	4734	1864	7913	15797
Page 7136	7531	244	3705	3275	1048	15803
Page 9781	239	3496	8865	1779	1428	15807
Page 3109	2062	7455	258	632	5409	15816
Page 5744	1609	4302	1729	7287	891	15818
Page 5052	3384	3727	1339	3371	4006	15827
Page 8926	8431	3010	3959	357	71	15828
Page 147	3550	4893	1129	1899	4366	15837
Page 1681	851	8623	800	2968	2605	15847
Page 4787	4462	110	2673	2921	5681	15847
Page 1493	6995	434	3940	3817	662	15848
Page 5213	2276	62	2448	2642	8422	15850
Page 3844	2973	3941	7503	138	1302	15857
Page 9979	6565	3641	3803	1705	144	15858
Page 3300	8810	845	5253	566	386	15860
Page 9233	966	5126	3478	5336	954	15860
Page 6905	5073	680	1313	5275	3522	15863
Page 8398	2342	2155	7919	1796	1653	15865
Page 1071	5260	235	5634	3425	1311	15865
Page 2547	1258	5938	4517	3297	862	15872
Page 1402	1106	2983	3334	3701	4752	15876
Page 7730	2202	2991	6939	804	2940	15876
Page 3227	8276	1445	503	4321	1332	15877
Page 5164	8236	4357	1303	781	1201	15878
Page 7099	9559	1034	4273	486	529	15881
Page 4619	3387	8833	771	1540	1351	15882
Page 8411	653	4862	3165	5619	1590	15889
Page 6468	2530	2027	1944	6722	2687	15910
Page 7878	2639	6033	3208	569	3461	15910
Page 3925	558	3290	6664	5302	100	15914
Page 3893	4227	1089	4497	2117	3987	15917
Page 1259	6225	2027	3530	1429	2709	15920
Page 1573	7862	1764	829	2066	3403	15924
Page 4079	4259	586	2532	2607	5940	15924
Page 9115	8980	1211	731	1113	3893	15928
Page 2018	1260	9541	1275	1796	2061	15933
Page 8828	154	6587	1373	1509	6312	15935
Page 8332	7383	462	450	7219	421	15935
Page 1017	2398	2938	1291	6336	2977	15940
Page 6966	2872	9474	294	440	2860	15940
Page 7697	3157	7854	977	2277	1676	15941
Page 8586	7580	3205	3034	2002	131	15952
Page 8318	1358	618	3610	6223	4148	15957
Page 6225	8336	4422	1499	231	1470	15958
Page 7873	2769	405	3876	3720	5193	15963
Page 4626	3733	1627	809	8849	950	15968
Page 6462	7522	285	4938	2654	573	15972
Page 1737	449	2467	3820	8825	411	15972
Page 1878	3644	3215	3654	2706	2754	15973
Page 5944	2263	116	1672	6236	5691	15978
Page 540	5695	832	2251	608	6592	15978
Page 3167	3278	962	6625	4226	894	15985
Page 1841	2123	890	3954	8398	621	15986
Page 9714	2161	269	5460	7340	756	15986
Page 6471	744	2310	4345	6238	2349	15986
Page 3555	4582	647	2220	2317	6226	15992
Page 4704	2937	799	821	9884	1552	15993
Page 4712	2697	1064	4668	6710	858	15997
Page 5349	234	3596	658	4744	6768	16000
Page 2737	139	3063	4556	6	8237	16001
Page 6767	3405	6588	58	3094	2856	16001
Page 6274	239	2886	8640	3507	730	16002
Page 9810	831	9621	3929	1395	226	16002
Page 779	2617	1375	1008	3689	7317	16006
Page 5905	2870	3982	463	2636	6059	16010
Page 7507	498	1715	4544	4330	4923	16010
Page 8246	5267	5896	2767	1189	895	16014
Page 6838	2488	2388	4095	4649	2394	16014
Page 3875	1631	7850	3441	137	2955	16014
Page 2591	948	1001	4852	4953	4261	16015
Page 4563	2819	779	696	5831	5892	16017
Page 8251	2216	1225	6100	5834	648	16023
Page 8807	5631	660	6168	2664	902	16025
Page 4983	1234	3575	4348	2256	4616	16029
Page 475	1372	8829	5405	152	271	16029
Page 9686	2235	5327	1773	62	6638	16035
Page 9932	1678	5629	1272	6697	765	16041
Page 5949	244	1800	1550	7323	5124	16041
Page 7739	1718	7260	1214	3321	2531	16044
Page 6291	859	1696	5694	5161	2636	16046
Page 6538	417	6700	1014	4185	3731	16047
Page 4399	6659	4700	195	2559	1939	16052
Page 4485	2694	950	4411	6721	1283	16059
Page 9662	8002	3570	2828	1086	576	16062
Page 5044	2365	1710	9709	1646	633	16063
Page 9565	1082	2988	2950	3030	6015	16065
Page 3971	3544	845	2372	619	8686	16066
Page 6483	1095	3469	675	4955	5873	16067
Page 26	1340	8440	3466	2504	320	16070
Page 4249	1745	5217	2942	2746	3423	16073
Page 4528	371	7691	2175	1962	3874	16073
Page 868	438	1075	1929	7164	5469	16075
Page 2361	1741	2945	4546	3566	3277	16075
Page 5889	183	8448	4466	11	2972	16080
Page 6982	68	7809	3854	1438	2913	16082
Page 8015	959	2316	8985	2830	1002	16092
Page 9432	1273	1045	5275	4254	4256	16103
Page 3500	4977	7091	196	799	3043	16106
Page 3612	269	2122	5679	2727	5312	16109
Page 1889	6073	5395	457	1541	2648	16114
Page 4158	2059	1409	171	7631	4848	16118
Page 7402	1888	8804	569	2817	2042	16120
Page 4654	5487	3753	774	4289	1817	16120
Page 4632	5073	1268	4377	494	4918	16130
Page 1845	595	4268	1412	2522	7333	16130
Page 8890	2914	3971	130	6158	2958	16131
Page 4127	1472	255	4565	9311	534	16137
Page 8858	597	7880	300	1855	5512	16144
Page 3469	5918	177	711	2498	6849	16153
Page 7658	2243	6260	3767	2140	1745	16155
Page 2486	8096	1899	3589	1498	1079	16161
Page 4993	854	7497	58	41	7716	16166
Page 6777	251	7041	6284	2414	178	16168
Page 1751	3159	1475	7710	2148	1679	16171
Page 4025	3107	3924	916	2336	5893	16176
Page 6627	800	3721	9143	1759	771	16194
Page 6071	5320	2328	1271	5468	1807	16194
Page 9055	4498	5486	358	5316	537	16195
Page 9843	4149	3552	933	670	6893	16197
Page 9493	816	7680	3228	2072	2402	16198
Page 2876	360	5338	1542	2529	6430	16199
Page 1305	1673	3130	934	5448	5030	16215
Page 726	3507	3155	3119	2721	3717	16219
Page 4686	35	3204	4534	8051	398	16222
Page 2630	1721	624	6093	6067	1725	16230
Page 3344	5095	5545	1421	240	3931	16232
Page 2645	1848	5558	1085	5265	2477	16233
Page 8498	4455	709	2261	699	8109	16233
Page 6176	1371	1400	1692	3308	8470	16241
Page 7395	4049	8019	349	1089	2738	16244
Page 5186	2713	2795	2558	6392	1794	16252
Page 1667	2374	2742	1844	5984	3310	16254
Page 9192	4063	684	466	6913	4129	16255
Page 41	1236	4962	352	3290	6416	16256
Page 4527	2397	70	2874	8766	2151	16258
Page 8312	1140	2076	2350	5863	4830	16259
Page 2969	359	3501	3743	346	8311	16260
Page 1470	3391	1311	1453	7431	2675	16261
Page 857	3354	1875	3178	4619	3239	16265
Page 1958	5331	1396	2480	3892	3168	16267
Page 3236	1159	1383	7910	1851	3975	16278
Page 3857	1099	146	3643	7186	4204	16278
Page 432	2461	2437	7860	2945	576	16279
Page 9316	1457	8617	998	258	4954	16284
Page 3677	7539	1706	1284	3400	2368	16297
Page 1762	2431	3332	4460	440	5634	16297
Page 1288	1229	956	7772	804	5538	16299
Page 7016	26	2379	2513	2719	8672	16309
Page 1029	85	1132	6569	2062	6467	16315
Page 2674	207	2048	9117	471	4476	16319
Page 6092	3516	4097	962	5083	2668	16326
Page 8299	4943	6056	523	2733	2077	16332
Page 2647	2164	106	1484	7859	4729	16342
Page 7721	4138	234	5638	1640	4700	16350
Page 9862	5728	1062	7042	2268	252	16352
Page 5229	7422	933	3109	4255	643	16362
Page 5737	1043	9252	997	384	4686	16362
Page 4229	6978	3892	3413	1729	350	16362
Page 5890	3533	6640	2674	1361	2156	16364
Page 4823	2236	451	2003	2477	9198	16365
Page 1897	2537	3225	5093	221	5290	16366
Page 2868	4472	982	294	9837	792	16377
Page 4517	117	7104	5329	619	3208	16377
Page 7273	4453	7243	3894	326	462	16378
Page 4874	130	5007	5122	3802	2318	16379
Page 2327	1176	3812	628	6515	4251	16382
Page 3228	4116	2341	1353	1146	7427	16383
Page 9088	3425	891	3115	6975	1978	16384
Page 6994	2395	4757	2763	2673	3801	16389
Page 4633	7053	5243	3286	169	639	16390
Page 5736	5688	4745	2906	28	3027	16394
Page 7764	686	5120	4274	5224	1091	16395
Page 766	4194	1575	4652	1801	4176	16398
Page 4353	1028	8521	5604	1179	70	16402
Page 9024	739	9314	5496	460	400	16409
Page 5558	7706	1064	6408	794	439	16411
Page 7440	1055	2981	8387	1046	2948	16417
Page 132	1100	3872	1392	4190	5863	16417
Page 6781	180	3978	403	7164	4698	16423
Page 2900	1644	389	4992	6555	2848	16428
Page 8855	1302	8335	1289	3737	1765	16428
Page 1392	1330	4240	2425	3362	5072	16429
Page 1186	5833	4220	1914	3114	1351	16432
Page 1742	2429	145	7675	1430	4757	16436
Page 7612	7769	2221	1204	3446	1799	16439
Page 3552	2682	661	2941	6488	3674	16446
Page 7071	3331	2152	7028	3514	423	16448
Page 9387	402	2299	2950	8797	2012	16460
Page 898	907	5862	3192	357	6144	16462
Page 6773	3794	4105	3656	299	4611	16465
Page 964	1653	5340	592	8434	448	16467
Page 138	97	148	6584	541	9097	16467
Page 4366	1654	154	7261	6509	894	16472
Page 2917	1621	5206	195	4145	5306	16473
Page 1715	4529	1034	8388	1606	922	16479
Page 171	3657	5851	4202	533	2238	16481
Page 1577	4992	6245	149	178	4918	16482
Page 6813	2561	2007	1482	9785	648	16483
Page 1409	688	1751	3849	923	9294	16505
Page 5135	2696	107	7785	1292	4625	16505
Page 7411	1959	3544	3157	7212	636	16508
Page 8263	3100	2944	77	8677	1713	16511
Page 3757	4584	4033	3660	1343	2896	16516
Page 8829	5049	2297	2106	3442	3627	16521
Page 3850	2157	2033	4985	6419	936	16530
Page 8556	5402	2543	1837	6569	180	16531
Page 5746	2827	2246	6551	2865	2046	16535
Page 7648	2898	1345	2213	8754	1334	16544
Page 4700	4356	1316	1248	7224	2402	16546
Page 2199	4362	2559	61	489	9077	16548
Page 4354	835	2586	9946	2410	771	16548
Page 5406	4845	970	220	5460	5060	16555
Page 389	1766	203	4891	5359	4341	16560
Page 1261	4137	3517	4826	571	3516	16567
Page 7013	3105	134	7767	4792	773	16571
Page 557	7487	3117	646	3321	2000	16571
Page 4534	993	3335	4389	5923	1933	16573
Page 4904	8362	1519	3472	1098	2122	16573
Page 8010	3637	966	2703	987	8287	16580
Page 444	332	2188	4848	6831	2383	16582
Page 2921	3364	2342	308	4437	6135	16586
Page 7744	5020	535	1286	4982	4763	16586
Page 7499	3362	555	3524	3812	5339	16592
Page 3194	2897	6913	2091	4268	423	16592
Page 9405	4962	4389	4059	2911	275	16596
Page 1372	4180	463	2286	8983	685	16597
Page 2549	1277	8424	5286	1284	327	16598
Page 5117	1304	8402	5028	329	1536	16599
Page 8437	3197	5926	1009	2377	4091	16600
Page 463	6824	4549	1315	2681	1242	16611
Page 9172	3360	6834	3108	1107	2209	16618
Page 1488	1317	5497	2333	1281	6191	16619
Page 2682	852	6008	7860	114	1785	16619
Page 9241	2215	695	6209	4094	3408	16621
Page 1631	255	3383	4960	7112	912	16622
Page 1285	5125	295	4725	5608	876	16629
Page 4312	6132	7729	1370	9	1391	16631
Page 8924	5273	3667	3081	4029	588	16638
Page 199	388	4408	3152	5506	3186	16640
Page 3159	459	2539	7358	3241	3046	16643
Page 426	2669	2484	1620	8981	890	16644
Page 3895	3151	3902	2163	6021	1408	16645
Page 4187	3622	720	9179	59	3074	16654
Page 6518	1734	4354	4578	5634	358	16658
Page 7120	2457	2902	5056	5916	337	16668
Page 7562	4274	137	1330	4103	6829	16673
Page 9293	1131	770	4435	5611	4729	16676
Page 2671	2108	9296	3094	1490	701	16689
Page 5131	1378	4449	1640	7154	2075	16696
Page 5540	5735	824	3312	6232	597	16700
Page 4753	3936	3640	1157	5881	2089	16703
Page 9685	2469	3151	6409	3949	726	16704
Page 984	5602	686	3715	2309	4394	16706
Page 756	147	3261	778	4026	8497	16709
Page 8560	1995	2977	4823	1601	5318	16714
Page 7866	530	1226	8931	1477	4554	16718
Page 4391	7441	553	7371	1030	324	16719
Page 6811	3362	1847	6464	1	5046	16720
Page 9010	6270	1101	5712	3185	455	16723
Page 7189	4156	774	6992	2338	2465	16725
Page 6427	819	685	4304	9479	1440	16727
Page 7973	5535	2400	4144	1297	3351	16727
Page 8617	1933	1389	9911	2734	777	16744
Page 5032	970	7320	1650	3457	3353	16750
Page 9217	8328	2594	3741	1782	307	16752
Page 620	7418	5617	462	2095	1164	16756
Page 6451	597	97	2937	7734	5391	16756
Page 537	3550	2381	76	3081	7673	16761
Page 4866	5798	119	4997	2771	3084	16769
Page 8870	2004	1297	8863	2284	2325	16773
Page 3608	6804	1481	690	240	7560	16775
Page 8563	1442	3517	1587	1496	8738	16780
Page 3053	9460	562	313	5596	859	16790
Page 603	1532	4056	3335	4	7870	16797
Page 4231	4006	824	8006	3441	527	16804
Page 4992	6784	3123	2358	1907	2645	16817
Page 7059	1310	2139	1602	6422	5347	16820
Page 6135	1838	5726	2659	4486	2112	16821
Page 7017	3839	2629	3920	3028	3410	16826
Page 1600	3255	1482	2155	57	9878	16827
Page 2901	4761	5113	4654	2163	136	16827
Page 4890	368	6195	570	7073	2622	16828
Page 3486	8669	3497	904	1948	1816	16834
Page 5363	191	4223	2280	5458	4684	16836
Page 9462	7943	5527	575	1300	1491	16836
Page 5878	6489	545	8174	741	893	16842
Page 3519	407	4155	1988	4945	5355	16850
Page 8473	5836	2192	3489	495	4842	16854
Page 3591	225	7333	5714	226	3356	16854
Page 3038	1	3270	3382	1409	8796	16858
Page 4797	469	2479	1846	5499	6569	16862
Page 6343	3064	307	1735	5083	6675	16864
Page 7888	2556	70	3115	6950	4175	16866
Page 9069	111	9188	3379	70	4126	16874
Page 9850	6113	5487	1756	1596	1925	16877
Page 5211	2028	1899	8185	3045	1723	16880
Page 2879	1867	6227	130	4193	4466	16883
Page 6882	5866	1866	3834	4492	833	16891
Page 4831	2415	2566	6315	3880	1719	16895
Page 6382	1748	5696	5990	774	2692	16900
Page 3998	1291	6075	2525	5629	1383	16903
Page 411	3131	1529	5733	4571	1941	16905
Page 5303	1325	7487	373	6878	848	16911
Page 2345	3702	3672	3221	2753	3564	16912
Page 6179	4823	1123	2806	7477	683	16912
Page 3839	5024	712	5182	5437	565	16920
Page 4005	6286	6332	109	1973	2222	16922
Page 7907	907	6180	5198	398	4244	16927
Page 4455	2320	3711	3430	2710	4759	16930
Page 4921	2284	8877	3155	1379	1239	16934
Page 2584	3008	3171	6298	584	3874	16935
Page 2310	766	4196	3379	7031	1564	16936
Page 7931	489	3495	111	6669	6177	16941
Page 7755	46	3850	3793	6582	2671	16942
Page 624	4642	3974	2773	1975	3579	16943
Page 5519	354	5080	6871	1042	3603	16950
Page 1968	6141	1493	6474	893	1949	16950
Page 9253	6585	3231	686	1197	5261	16960
Page 5926	6407	1089	1313	6627	1527	16963
Page 6563	305	4376	4570	6263	1449	16963
Page 4610	964	7417	6677	474	1432	16964
Page 9592	3763	4274	5209	1696	2024	16966
Page 509	795	4556	930	3501	7184	16966
Page 1124	5173	543	2098	1835	7322	16971
Page 8176	4143	1513	5132	3402	2790	16980
Page 1929	2414	730	3820	4205	5823	16992
Page 689	8109	2762	2428	363	3331	16993
Page 5615	1994	1744	4816	2718	5723	16995
Page 1663	8214	4554	898	966	2367	16999
Page 3141	290	1522	881	9307	5004	17004
Page 5428	2759	8969	226	2323	2732	17009
Page 9997	1585	299	6078	2167	6880	17009
Page 2297	3717	97	5917	5733	1547	17011
Page 2126	6252	4837	635	1579	3709	17012
Page 2454	388	6228	3589	5551	1258	17014
Page 7126	677	5034	1570	7033	2702	17016
